meeting	sequence	date	type	speaker	statement	newcode	mem_num
201607	144	2016-07-27	meeting	KLEE	First, as noted on slide 31 and as Dave mentioned earlier, in the wake of the financial crisis, the Federal Reserve altered its policy implementation framework in a few key ways:  Asset purchases contributed to a huge expansion of the Federal Reserve’s balance sheet and the volume of excess reserve balances held by the banking system.	93.0	999.0
201607	145	2016-07-27	meeting	KLEE	The Federal Reserve also implemented IOER, developed supplementary tools to support monetary policy implementation, and expanded the set of counterparties eligible to participate in reverse repurchase agreements.	93.0	999.0
201607	146	2016-07-27	meeting	KLEE	As noted on the next slide, in part reflecting the increase in reserve balances, the character of trading in the federal funds market changed.	93.0	999.0
201607	147	2016-07-27	meeting	KLEE	Banks no longer needed to trade in the federal funds market to meet reserve requirements and manage payment flows because most banks found themselves flush with reserves.	93.0	999.0
201607	148	2016-07-27	meeting	KLEE	Instead, most federal funds trading today reflects arbitrage activity—that is, lending by FHLBs to banks and DIs, with the latter earning the IOER.	93.0	999.0
201607	149	2016-07-27	meeting	KLEE	Because FHLBs do not earn IOER, virtually all federal funds trades now take place at rates below the IOER rate.	93.0	999.0
201607	150	2016-07-27	meeting	KLEE	Still, the federal funds rate remains linked to other money market rates and has responded to changes in the Federal Reserve’s administered rates.	93.0	999.0
201607	151	2016-07-27	meeting	KLEE	In particular, increasing the target range for the federal funds rate and raising the IOER and overnight RRP rates proved effective in lifting the constellation of money market rates in December 2015.	93.0	999.0
201607	152	2016-07-27	meeting	KLEE	Nonbank financial institutions are active lenders in money markets, both to banks and to other nonbanks.	93.0	999.0
201607	153	2016-07-27	meeting	KLEE	As noted on slide 33, the introduction of the overnight RRP operations created an additional direct linkage between FOMC policy actions and nonbank financial institutions.	93.0	999.0
201607	154	2016-07-27	meeting	KLEE	Moreover, market participants suggest the overnight RRP is a relevant “comparator rate”—that is, a rate that provides a reference point for repo market participants.	93.0	999.0
201607	155	2016-07-27	meeting	KLEE	Furthermore, the volatility of triparty and primary-dealer- reported overnight repo rates declined with the introduction of the overnight RRP, and, more generally, the Federal Reserve’s overnight RRP operations have established an effective floor on the level of repo rates.	93.0	999.0
201607	156	2016-07-27	meeting	KLEE	The next slide highlights the second factor brought up in the memo, which is, namely, how changes in market participants’ business practices have affected money markets.	93.0	999.0
201607	157	2016-07-27	meeting	KLEE	Specifically, many firms have become more cautious in managing credit, interest rate, and liquidity risks since the crisis.	93.0	999.0
201607	158	2016-07-27	meeting	KLEE	For example, Fannie Mae and Freddie Mac ceased their unsecured lending in the federal funds market.	93.0	999.0
201607	159	2016-07-27	meeting	KLEE	Fannie’s and Freddie’s withdrawal occurred amid acute stresses in European peripheral sovereign debt markets and perhaps reflected a desire to minimize these risk exposures.	93.0	999.0
201607	160	2016-07-27	meeting	KLEE	The next slide notes the third factor that was brought up in the memo that has affected money markets:  regulations.	93.0	999.0
201607	161	2016-07-27	meeting	KLEE	Since the crisis, a global regulatory reform program has put into place important new regulations to limit imprudent risk-taking, intended to increase the safety and resiliency of the financial system.	93.0	999.0
201607	162	2016-07-27	meeting	KLEE	Looking narrowly at money markets, the regulations that should have the greatest effect include the expanded FDIC base, the money market mutual fund reforms, and the Basel III regulatory changes, which include the supplementary leverage ratio, the liquidity coverage ratio, and the net stable funding ratio.	93.0	999.0
201607	163	2016-07-27	meeting	KLEE	Against this backdrop, individual institutions may now find it less attractive to expand their balance sheets without a commensurate rise in capital and liquidity positions.	93.0	999.0
201607	164	2016-07-27	meeting	KLEE	Consistent with this hypothesis, as shown on slide 36, the spread between the Treasury GCF and triparty repo rates has widened considerably since 2014.	93.0	999.0
201607	165	2016-07-27	meeting	KLEE	Absent frictions, arbitrage should ensure that these two rates should be identical.	93.0	999.0
201607	166	2016-07-27	meeting	KLEE	The wider spread reportedly in part reflects institutional frictions, which could include some tiering of rates for smaller dealers that generally have less access to direct lending from money fund counterparties.	93.0	999.0
201607	167	2016-07-27	meeting	KLEE	Under this scenario, larger dealers borrow from money market funds in the broader triparty market and lend the funds to smaller dealers in the GCF market.	93.0	999.0
201607	168	2016-07-27	meeting	KLEE	Because the initial borrowing expands the larger dealer’s balance sheet, the GCF rate can rise notably above the triparty rate to compensate dealers for that expansion.	93.0	999.0
201607	169	2016-07-27	meeting	KLEE	Slide 37 outlines some open issues regarding the future evolution of money markets and their connection to an implementation framework.	93.0	999.0
201607	170	2016-07-27	meeting	KLEE	Conversations with market participants suggest that the structural demand for reserves likely has increased significantly over the pre-crisis experience, and demand for reserves may also be more variable.	93.0	999.0
201607	171	2016-07-27	meeting	KLEE	The increased reserve demand stems from both precautionary and regulatory factors as well as changes in business practices.	93.0	999.0
201607	172	2016-07-27	meeting	KLEE	Of course, the effects of these factors on reserve demand are likely to be most pronounced if the Federal Reserve also remunerates excess reserves at rates close to the level of market interest rates.	93.0	999.0
201607	173	2016-07-27	meeting	KLEE	If underlying demand for reserves is much higher than in the past, there could be upward pressure on the level of short-term interest rates and a resumption of interbank trading in the federal funds market sooner than the point at which the staff’s current projections involve an assumption that scarcity effects set in as a result of SOMA redemptions.	93.0	999.0
201607	174	2016-07-27	meeting	KLEE	In addition, US money markets may be more stable now than pre-crisis.	93.0	999.0
201607	175	2016-07-27	meeting	KLEE	This year there have been two episodes of stress in financial markets, and in both of these cases, US money markets continued to operate well.	93.0	999.0
201607	176	2016-07-27	meeting	KLEE	Policymakers’ views on the fundamental stability of money markets may inform their judgments about a range of issues associated with the long-run framework, including the size and composition of the Federal Reserve’s balance sheet and the appropriate level of preparedness to provide liquidity on a large scale.	93.0	999.0
201607	177	2016-07-27	meeting	KLEE	To summarize, as noted on slide 38, the new regulatory environment and changes in business models are factors that will likely have implications for various designs of the monetary policy framework that best achieves the FOMC’s monetary policy objectives.	93.0	999.0
201607	178	2016-07-27	meeting	KLEE	Some important regulatory changes are not yet in place, and market participants may adjust their business models further in response.	93.0	999.0
201607	179	2016-07-27	meeting	KLEE	The monetary policy framework can be designed to support and enhance the benefits of the new regulatory approach in fostering a more resilient financial system with the understanding that a central bank’s implementation framework is a critical determinant of behavior in money markets.	93.0	999.0
201607	180	2016-07-27	meeting	KLEE	I’ll now turn the presentation over to Julie Remache.	93.0	999.0
201607	181	2016-07-27	meeting	REMACHE	Thank you, Beth.	93.0	999.0
