meeting	sequence	date	type	speaker	statement	newcode	mem_num
201603	51	2016-03-16	meeting	POTTER	In contrast, last week the ECB delivered a comprehensive and carefully designed package of accommodative measures, which was generally viewed as surpassing consensus market expectations.	61.0	999.0
201603	52	2016-03-16	meeting	POTTER	As detailed in the top-right panel, the ECB cut the rates on its main refinancing operations, marginal lending facility, and deposit facility, bringing the deposit rate to minus 40 basis points.	61.0	999.0
201603	53	2016-03-16	meeting	POTTER	Further, it added a new series of targeted longer-term refinancing operations, increased the pace of asset purchases, and expanded the list of eligible purchase program assets to include nonfinancial corporate bonds.	61.0	999.0
201603	54	2016-03-16	meeting	POTTER	Unlike the BOJ, the ECB faces self-imposed operational limits related to the share of sovereign issuance it is prepared to hold and a floor on the yields of assets it is prepared to buy.	61.0	999.0
201603	55	2016-03-16	meeting	POTTER	It also decided not to implement a tiered negative interest rate system, which was apparently viewed adversely by a number of market participants.	61.0	999.0
201603	56	2016-03-16	meeting	POTTER	Despite the unprecedented scale of efforts by the ECB and Bank of Japan to stimulate inflation in a situation in which their policy rate has reached  the lower bound, the middle-left panel shows that the forward measures of inflation compensation remain at or near multiyear lows.	61.0	999.0
201603	57	2016-03-16	meeting	POTTER	Following the election of Prime Minister Abe and the subsequent implementation of QQE, Japan had some success in the financial markets in raising inflation compensation.	61.0	999.0
201603	58	2016-03-16	meeting	POTTER	However, with disinflationary forces building in the euro area and more broadly across the globe since the summer of 2014, long forward inflation compensation has fallen even as the Bank of Japan increased its pace of asset purchases and the ECB started a QE program.	61.0	999.0
201603	59	2016-03-16	meeting	POTTER	In the United States, inflation swaps are trading in line with crisis-era lows, although they have shown notable increases in the past few weeks.	61.0	999.0
201603	60	2016-03-16	meeting	POTTER	The cumulative result of the varied actions by the BOJ and ECB, or perhaps the inability to counteract the conditions prompting these actions, is most evident in the extremely low level of nominal yields in these jurisdictions.	61.0	999.0
201603	61	2016-03-16	meeting	POTTER	The middle-right panel shows that 74 percent of Japanese sovereign debt and about one-half of euro-area sovereign debt are trading at negative yields.	61.0	999.0
201603	62	2016-03-16	meeting	POTTER	These negative yields might be putting downward pressure on US yields through portfolio balance effects.	61.0	999.0
201603	63	2016-03-16	meeting	POTTER	Further, it is unknown whether sustained periods of negative yields will lead to structural changes in financial systems that, in turn, reduce the effectiveness of monetary policy.	61.0	999.0
201603	64	2016-03-16	meeting	POTTER	The heightened market volatility and perceptions of a fragile domestic economic outlook prompted, particularly in early February, expectations of a much more accommodative stance of monetary policy being provided by the FOMC.	61.0	999.0
201603	65	2016-03-16	meeting	POTTER	As shown in the bottom-left panel, the current market-implied path of the federal funds rate, the dark blue line, remains notably below the path prevailing at the time of the December FOMC meeting, a path shown in the light blue line.	61.0	999.0
201603	66	2016-03-16	meeting	POTTER	Market pricing currently suggests that a less than 10 percent probability is attached to an increase in the target range for the federal funds rate at this meeting, and only one rate hike is fully priced in for the remainder of 2016; the path is still consistent with a very gradual data- dependent approach, with a 50–50 chance of a rate increase at or before the June meeting.	61.0	999.0
201603	67	2016-03-16	meeting	POTTER	These market-implied expectations are generally consistent with the results of the most recent Desk surveys.	61.0	999.0
201603	68	2016-03-16	meeting	POTTER	Thomas will discuss policy expectations further in his briefing.	61.0	999.0
201603	69	2016-03-16	meeting	POTTER	Following the Bank of Japan decision, market participants began to speculate that negative interest rate policy may be on the horizon in the United States, in part illustrated by a slight inversion of the federal funds futures curve on the morning of February 11, when the value of Eurodollar options that would pay off with negative rates spiked.	61.0	999.0
201603	70	2016-03-16	meeting	POTTER	The Eurodollar option-implied risk-neutral probability of negative policy rates in December 2016 rose from around 2 percent at the start of the year to 12 percent most recently, though it reached as high as 25 percent on February 11.	61.0	999.0
201603	71	2016-03-16	meeting	POTTER	Results in the Desk’s surveys similarly reflect a shift in views, with 18 respondents now estimating the level of the federal funds target range or rate at the effective lower bound as less than zero, compared with only 12 in January.	61.0	999.0
201603	72	2016-03-16	meeting	POTTER	However, on average, respondents assign a less than 5 percent probability to negative policy rate outcomes occurring over the next three years.	61.0	999.0
201603	73	2016-03-16	meeting	POTTER	Fed policymaker comments over the course of February also served to flatten the expected path of the policy rate.	61.0	999.0
201603	74	2016-03-16	meeting	POTTER	Market participants keyed in on comments from Vice Chairman Dudley and the Chair’s congressional testimony, which were taken by some as suggesting that financial market volatility could factor into the path of policy normalization.	61.0	999.0
201603	75	2016-03-16	meeting	POTTER	Additionally, Vice Chairman Dudley’s comments in early February that US dollar strength could have “significant consequences” for the US economy led to a large and widespread depreciation in the US dollar, which had been continuing to appreciate despite a compression in interest rate differentials, as shown in the bottom-right panel.	61.0	999.0
201603	76	2016-03-16	meeting	POTTER	Arguably, this arrest in broad dollar appreciation helped with the stabilization in global financial markets over the period, reducing both some downward pressures on oil prices and upward pressure on the renminbi fixing.	61.0	999.0
201603	77	2016-03-16	meeting	POTTER	A key question that remains for market participants, therefore, is the extent to which shifts in US monetary policy expectations have contributed to the stabilization in global financial conditions and, correspondingly, the extent to which the current relative calm would be sustained if expectations for a faster pace of FOMC rate hikes grow or the US dollar starts to appreciate once again.	61.0	999.0
201603	78	2016-03-16	meeting	LOGAN	I’ll begin on exhibit 3, with money markets and operational developments.	61.0	999.0
201603	79	2016-03-16	meeting	LOGAN	Our experience during the intermeeting period continued to suggest the operational framework has been effective in maintaining control over the effective federal funds rate.	61.0	999.0
201603	80	2016-03-16	meeting	LOGAN	This has occurred without enlarging the Federal Reserve’s market footprint or having unintended consequences on financial stability during the financial market turmoil in January and early February.	61.0	999.0
201603	81	2016-03-16	meeting	LOGAN	As shown in the top-left panel, the effective federal funds rate continued to print near the center of the target range.	61.0	999.0
201603	82	2016-03-16	meeting	LOGAN	I should note that since the previous meeting, we changed the underlying data source for the effective rate to the FR 2420 data and the calculation methodology to a volume-weighted median.	61.0	999.0
201603	83	2016-03-16	meeting	LOGAN	This transition went smoothly, with little market reaction and little change in the effective rate.	61.0	999.0
201603	84	2016-03-16	meeting	LOGAN	Treasury repo rates traded at modestly higher spreads to the overnight RRP rate, with the overnight Treasury GCF rate, shown as the red line, printing above the target range early in the period.	61.0	999.0
201603	85	2016-03-16	meeting	LOGAN	Treasury bill rates, shown as the light blue line, continued to rise following liftoff as a result of significant increases in net bill issuance.	61.0	999.0
201603	86	2016-03-16	meeting	LOGAN	These higher rates on money market instruments contributed to the substantial decline in daily take-up of Federal Reserve overnight RRPs.	61.0	999.0
201603	87	2016-03-16	meeting	LOGAN	As indicated by the dark blue line in the top-right panel, daily take-up fell, dropping on occasions to less than $40 billion, which is below what we would have expected even after taking the higher rates on alternative money market instruments into account.	61.0	999.0
201603	88	2016-03-16	meeting	LOGAN	Market participants reported that an increase in the availability of private repo, as indicated by the increase in private-sector repo volumes shown in the light blue line, also contributed to the reduced overnight RRP facility usage.	61.0	999.0
201603	89	2016-03-16	meeting	LOGAN	Contacts attributed this combination of increased private-sector repo availability and higher rates to the increase in the amount of Treasury collateral that dealers needed to finance in the repo market.	61.0	999.0
201603	90	2016-03-16	meeting	LOGAN	This increase in dealer inventory to finance, shown in the middle-left panel, has been driven by sales of US Treasury securities by foreign central banks in support of realized or expected foreign exchange intervention activity, combined with the sustained positive Treasury net bill issuance, shown in your middle-right panel.	61.0	999.0
201603	91	2016-03-16	meeting	LOGAN	The recent increase in Treasury repo volumes and correspondingly low Federal Reserve overnight RRP facility usage appears to have influenced expectations for future usage.	61.0	999.0
201603	92	2016-03-16	meeting	LOGAN	As shown in the bottom-left panel, the Desk’s March policy surveys showed that median expectations for six-month-ahead and one-year-ahead overnight RRP facility demand declined by roughly $150 billion.	61.0	999.0
201603	93	2016-03-16	meeting	LOGAN	However, respondents largely maintain that demand is likely to increase from current levels later this year, as implementation of SEC money market mutual fund reforms is expected to result in increased supply of cash for investment into short-term high-quality assets.	61.0	999.0
201603	94	2016-03-16	meeting	LOGAN	Although overnight RRP usage declined over the period, we continue to see increases in Federal Reserve reverse repurchase agreements with foreign official institutions—otherwise known as the foreign RP pool—as shown in the bottom-right panel.	61.0	999.0
201603	95	2016-03-16	meeting	LOGAN	Recall that the vast majority of the increase in the foreign RP pool since December 2014, shown in dark blue, has been driven by one customer seeking larger dollar liquidity buffers as a precaution against potential global financial instability surrounding normalization of US monetary policy.	61.0	999.0
201603	96	2016-03-16	meeting	LOGAN	This customer’s increases have occurred gradually and ended in January.	61.0	999.0
201603	97	2016-03-16	meeting	LOGAN	A few emerging market accounts have been responsible for the growth more recently amid a desire to increase their dollar liquidity buffers either in anticipation of foreign exchange intervention activity or out of concern over Treasury market liquidity in times of stress.	61.0	999.0
201603	98	2016-03-16	meeting	LOGAN	With regard to the final exhibit, I’d like to update you on recent trends in the foreign exchange reserve holdings of the SOMA portfolio, a summary of which is contained in the top-left panel.	61.0	999.0
201603	99	2016-03-16	meeting	LOGAN	The SOMA portfolio holds approximately $12 billion in euro-denominated and $8 billion in yen-denominated investments, which are invested in sovereign bond holdings and deposits at official institutions.	61.0	999.0
201603	100	2016-03-16	meeting	LOGAN	As shown in your top-right panel, total income from the euro portfolio has been trending lower since late 2011.	61.0	999.0
201603	101	2016-03-16	meeting	LOGAN	Since the adoption of a negative deposit facility rate by the ECB in 2014, income earned on cash and time deposits held at euro-area central banks has been negative.	61.0	999.0
201603	102	2016-03-16	meeting	LOGAN	With the recent further declines in euro-area rates that Simon highlighted, we expect negative overall interest income on the euro portfolio this month.	61.0	999.0
201603	103	2016-03-16	meeting	LOGAN	In contrast, we expect income on the yen portfolio to decline toward zero but remain positive.	61.0	999.0
201603	104	2016-03-16	meeting	LOGAN	Although yields on Japanese government bonds with maturities out to 11 years are now negative, we currently earn an interest rate of zero on our deposits left at the BOJ.	61.0	999.0
201603	105	2016-03-16	meeting	LOGAN	We anticipate that the negative income on the euro portfolio will fully offset the reduced—though still positive—income from the yen portfolio in April, resulting in negative total SOMA foreign portfolio interest income in US dollar terms.	61.0	999.0
201603	106	2016-03-16	meeting	LOGAN	This would be reported publicly for the first time in late May within the April financial statement of the Treasury Exchange Stabilization Fund, which the Desk manages in an identical manner to the SOMA portfolio.	61.0	999.0
201603	107	2016-03-16	meeting	LOGAN	It would be subsequently reported in the Federal Reserve Bank of New York’s quarterly report covering the second quarter and other Federal Reserve financial statements.	61.0	999.0
201603	108	2016-03-16	meeting	LOGAN	As we have noted previously, we are currently conducting a strategic review of the foreign portfolio investment framework.	61.0	999.0
201603	109	2016-03-16	meeting	LOGAN	The goal of this review is to assess and improve the way in which the Desk manages the SOMA’s and the Treasury ESF’s foreign assets in order to better meet the investment objectives.	61.0	999.0
201603	110	2016-03-16	meeting	LOGAN	This strategic review is being conducted in parallel with work to modernize the Committee’s Foreign Authorization documents so that they reflect the current operating environment and can be more easily understood by the public.	61.0	999.0
201603	111	2016-03-16	meeting	LOGAN	We will be providing a memo to the Committee on the results of the strategic review, including a recommended benchmark investment portfolio, in the coming weeks.	61.0	999.0
201603	112	2016-03-16	meeting	LOGAN	With regard to the domestic portfolio, the Desk is planning to publish the SOMA annual report in mid-April, and the Committee can expect to receive a full copy around the end of this month.	61.0	999.0
201603	113	2016-03-16	meeting	LOGAN	In order to demonstrate the sensitivity of income to various factors such as interest rates and the composition of Federal Reserve liabilities, the annual report will include updated SOMA portfolio income projections under both a baseline scenario derived from market expectations and several alternative scenarios.	61.0	999.0
201603	114	2016-03-16	meeting	LOGAN	In comparison with the 2014 annual report, the 2015 baseline projection shows a higher level of net income during the normalization process, as shown in your middle-left panel.	61.0	999.0
201603	115	2016-03-16	meeting	LOGAN	This is primarily due to a delay in the expected end to reinvestments—resulting in a larger SOMA portfolio over a longer time period— combined with a lower interest rate path, which reduces expected interest expense.	61.0	999.0
201603	116	2016-03-16	meeting	LOGAN	In the baseline scenario, the portfolio is expected to reach its steady-state size in the second quarter of 2022, nearly a year and a half later than projected in the previous report.	61.0	999.0
201603	117	2016-03-16	meeting	LOGAN	In terms of portfolio operations, the Desk continued to reinvest repayments of principal on Treasury securities and agency MBS.	61.0	999.0
201603	118	2016-03-16	meeting	LOGAN	As shown in your middle-right panel, the Desk completed roughly $37 billion in Treasury rollovers in February, a sharp increase in the monthly Treasury rollovers over the prior three-year period when maturing Treasury securities totaled only $6 billion.	61.0	999.0
201603	119	2016-03-16	meeting	LOGAN	The Desk also reinvested $22 billion in MBS principal payments.	61.0	999.0
201603	120	2016-03-16	meeting	LOGAN	The median respondent to the Desk’s March surveys expected the Committee to first cease some or all reinvestments in June 2017—shown as the dashed line—two months later than in the January survey.	61.0	999.0
201603	121	2016-03-16	meeting	LOGAN	A number of respondents attributed the shift to a flattening in the expected path of the target range.	61.0	999.0
201603	122	2016-03-16	meeting	LOGAN	Finally, we would like to review factors that may bear on the Committee’s decision of whether to conduct term RRP operations over March quarter-end.	61.0	999.0
201603	123	2016-03-16	meeting	LOGAN	In a memo sent to the Committee and summarized in your bottom two panels, the staff outlined an option to offer $250 billion in term RRPs at 1 basis point over the ON RRP offered rate, split evenly between seven- and two-day maturities.	61.0	999.0
201603	124	2016-03-16	meeting	LOGAN	On the one hand, conducting term RRPs over quarter-end would provide continuity, support the Committee’s guidance that it expects to reduce elevated capacity in the ON RRPs fairly soon after the commencement of policy firming, and enhance operational readiness.	61.0	999.0
201603	125	2016-03-16	meeting	LOGAN	On the other hand, because ON RRP capacity is currently more than sufficient to meet demand for RRPs over the quarter-end, offering term RRPs will not add to interest rate control.	61.0	999.0
201603	126	2016-03-16	meeting	LOGAN	Further, there is the added albeit small interest expense of providing term RRPs at a premium to the ON RRP offered rate.	61.0	999.0
201603	127	2016-03-16	meeting	LOGAN	If the Committee wishes to conduct term RRPs over the March 2016 quarter-end, the instruction to conduct such operations would need to be added to the domestic policy directive, which will be included in the implementation note that is published along with the Committee’s postmeeting statement.	61.0	999.0
201603	128	2016-03-16	meeting	LOGAN	The Desk would also release an operating statement on term RRP operations on the New York Fed’s website, providing the planned schedule and other details such as the allocation mechanism for the operations.	61.0	999.0
201603	129	2016-03-16	meeting	LOGAN	The memo you received and Tealbook B show the draft language that would be added to the directive; the memo also shows the draft operating statement that the Desk would release.	61.0	999.0
201603	130	2016-03-16	meeting	LOGAN	To conclude, as we noted in January, as part of each FOMC briefing, we will provide a summary of the results of any small-value exercises from the prior period and preview upcoming exercises.	61.0	999.0
201603	131	2016-03-16	meeting	LOGAN	This information is summarized in your appendix, which also notes the results of the TDF test operation performed in February.	61.0	999.0
201603	132	2016-03-16	meeting	LOGAN	Thank you.	61.0	999.0
201603	133	2016-03-16	meeting	LOGAN	That concludes our prepared remarks.	61.0	999.0
201603	134	2016-03-16	meeting	YELLEN	Thank you.	62.0	65.0
201603	135	2016-03-16	meeting	YELLEN	Now, from my own standpoint, I’m not particularly concerned about this because, in either case, the minutes for this meeting can clarify something we have said before, which is that we intend to reintroduce an aggregate cap on the overnight RRP facility at some point, and we intend to phase out the facility when it’s no longer needed to help control the federal funds rate.	62.0	65.0
201603	136	2016-03-16	meeting	YELLEN	So, personally, this isn’t something I feel strongly about.	62.0	65.0
201603	137	2016-03-16	meeting	YELLEN	I’m happy to go along with the prevailing view of the Committee.	62.0	65.0
201603	138	2016-03-16	meeting	YELLEN	Before I ask for a show of hands, I’d welcome any comments that you might have.	62.0	65.0
201603	139	2016-03-16	meeting	YELLEN	A few people have indicated a desire to comment on this, and anybody else is welcome to join in.	62.0	65.0
201603	140	2016-03-16	meeting	YELLEN	Let me turn to the Vice Chairman first.	62.0	65.0
201603	141	2016-03-16	meeting	DUDLEY	Thank you, Madam Chair.	62.0	96.0
201603	142	2016-03-16	meeting	DUDLEY	I don’t think it’s an earth- shattering decision.	62.0	96.0
201603	143	2016-03-16	meeting	DUDLEY	If we did one or the other, I don’t think we would be putting the republic at risk.	62.0	96.0
201603	144	2016-03-16	meeting	DUDLEY	[Laughter]	62.0	96.0
201603	145	2016-03-16	meeting	DUDLEY	But all that said, I do favor the option of not doing term RRPs at the end of the quarter for two simple reasons.	62.0	96.0
201603	146	2016-03-16	meeting	DUDLEY	One, they’re not necessary, in view of the fact that we don’t have a cap on the overnight RRP facility.	62.0	96.0
201603	147	2016-03-16	meeting	DUDLEY	There’s plenty of capacity to accommodate any quarter-end demand.	62.0	96.0
201603	148	2016-03-16	meeting	DUDLEY	Without a cap, we clearly don’t need them now, so the default should be no term RRP for the time being.	62.0	96.0
201603	149	2016-03-16	meeting	DUDLEY	Once we establish a cap on the overnight RRP facility, then we should revisit this issue.	62.0	96.0
201603	150	2016-03-16	meeting	DUDLEY	At that time we might decide to have a high cap on the overnight RRP facility.	62.0	96.0
201603	151	2016-03-16	meeting	DUDLEY	In that case, we might still expect to have sufficient headroom at quarter-end so we can safely continue to forgo term RRP, or we can decide to have a lower cap on the overnight RRP facility, which might necessitate term RRP to ensure sufficient headroom at quarter-end.	62.0	96.0
201603	152	2016-03-16	meeting	DUDLEY	A second important reason is that I would prefer that we make the decisions in sequence.	62.0	96.0
201603	153	2016-03-16	meeting	DUDLEY	I’d have the decision on the overnight RRP cap made first.	62.0	96.0
201603	154	2016-03-16	meeting	DUDLEY	Then, once that decision was made, I would consider the implications for headroom at quarter-end, and that, then, would drive the decision on term RRP.	62.0	96.0
201603	155	2016-03-16	meeting	DUDLEY	Now, some might view this decision not to do term RRP as inconsistent with past practice, as we’ve done term RRP operations consistently over recent quarter-ends.	62.0	96.0
201603	156	2016-03-16	meeting	DUDLEY	I disagree with this.	62.0	96.0
201603	157	2016-03-16	meeting	DUDLEY	In terms of communication, I completely agree with the Chair.	62.0	96.0
201603	158	2016-03-16	meeting	DUDLEY	I don’t think if we forgo term RRP when we have no cap—I don’t think it’s going to be difficult to explain to anybody.	62.0	96.0
201603	159	2016-03-16	meeting	DUDLEY	We can make it clear why we’re doing so in the minutes.	62.0	96.0
201603	160	2016-03-16	meeting	DUDLEY	We simply explain that because we don’t have a cap, we don’t need term RRP right now.	62.0	96.0
201603	161	2016-03-16	meeting	YELLEN	Thank you.	62.0	65.0
201603	162	2016-03-16	meeting	YELLEN	President Harker.	62.0	65.0
201603	163	2016-03-16	meeting	HARKER	Thank you, Madam Chair.	62.0	999.0
201603	164	2016-03-16	meeting	HARKER	I agree with Vice Chairman Dudley’s analysis.	62.0	999.0
201603	165	2016-03-16	meeting	HARKER	Although I think it is not putting the republic at risk, I think it’s a close call, and for me there are costs and benefits, obviously, to changing or not changing.	62.0	999.0
201603	166	2016-03-16	meeting	HARKER	I come down on the side of the cost of changing, at least in terms of too many moving parts, until we get sufficiently on our path toward normalization.	62.0	999.0
201603	167	2016-03-16	meeting	HARKER	That seems to be the right thing to do.	62.0	999.0
201603	168	2016-03-16	meeting	YELLEN	Thank you.	62.0	65.0
201603	169	2016-03-16	meeting	YELLEN	President Lacker.	62.0	65.0
201603	170	2016-03-16	meeting	LACKER	Thank you, Madam Chair.	62.0	81.0
201603	171	2016-03-16	meeting	LACKER	I agree with our Vice Chairman that the term RRP over quarter-end would be superfluous.	62.0	81.0
201603	172	2016-03-16	meeting	LACKER	I’ve argued that even with a potentially binding cap, it would be superfluous, but we don’t have to get into that discussion today.	62.0	81.0
201603	173	2016-03-16	meeting	LACKER	I think changes to the program should go in the direction of parsimony rather than adding bells and whistles.	62.0	81.0
201603	174	2016-03-16	meeting	LACKER	From here on out, we should keep it simple and wind it down.	62.0	81.0
201603	175	2016-03-16	meeting	LACKER	I don’t see a need to add any term RRPs even if we reduce the cap.	62.0	81.0
201603	176	2016-03-16	meeting	LACKER	I don’t see why we’d add the term RRPs to the mix.	62.0	81.0
201603	177	2016-03-16	meeting	LACKER	We should just keep it simple until we wind it down.	62.0	81.0
201603	178	2016-03-16	meeting	YELLEN	Would anybody else like to comment on this matter?	62.0	65.0
