meeting	sequence	date	type	speaker	statement	newcode	mem_num
201609	26	2016-09-21	meeting	YELLEN	As you know, the staff has been engaged in a long-term effort to develop proposed revisions to the Authorization for Foreign Currency Operations, the Foreign Currency Directive, and other related documents.	64.0	65.0
201609	27	2016-09-21	meeting	YELLEN	You all received memos on the proposal from the staff in mid-August, and last week we sent a short additional memo from the Foreign Currency Subcommittee.	64.0	65.0
201609	28	2016-09-21	meeting	YELLEN	This project has required a lot of careful analysis involving staff from both the New York Federal Reserve and the Board.	64.0	65.0
201609	29	2016-09-21	meeting	YELLEN	That work was carried out under the general oversight of the Subcommittee, and I’d like to thank the staff for what seems to me to be an excellent proposal.	64.0	65.0
201609	30	2016-09-21	meeting	YELLEN	In my view, it meets the important objectives of the project.	64.0	65.0
201609	31	2016-09-21	meeting	YELLEN	I might note that the proposal provides that the Subcommittee, in consultation with the Committee, may give additional instructions to the Desk regarding holdings of foreign currencies.	64.0	65.0
201609	32	2016-09-21	meeting	YELLEN	As I mentioned, the Subcommittee recently sent the Committee a short memo, which included draft instructions that the Subcommittee would plan to issue to the Desk.	64.0	65.0
201609	33	2016-09-21	meeting	YELLEN	Unless there are objections, the Subcommittee would issue these instructions within a few days following this meeting.	64.0	65.0
201609	34	2016-09-21	meeting	YELLEN	The Committee will not be asked to vote on those instructions.	64.0	65.0
201609	35	2016-09-21	meeting	YELLEN	Let me now turn to Simon, who’s going to summarize the proposal.	64.0	65.0
201609	36	2016-09-21	meeting	POTTER	Thank you, Madam Chair.	64.0	999.0
201609	37	2016-09-21	meeting	POTTER	I’d just like to say that some of the staff involved in the project are in the room today, including Paul Dozier and Mike Leahy from IF; Cindy Hull from the Desk; and Sophia Allison, who is sitting next to Lorie, from the Board’s Legal Division.	64.0	999.0
201609	38	2016-09-21	meeting	POTTER	I’ll be discussing important changes to the Authorization for Foreign Currency Operations (the Authorization), the Foreign Currency Directive (the Directive), and the Procedural Instructions with Respect to Foreign Currency Operations.	64.0	999.0
201609	39	2016-09-21	meeting	POTTER	As discussed in the memo the Committee received in August titled “Proposed Revisions to Authorization for Foreign Currency Operations and Related Organizational Documents,” the revisions are intended to meet three objectives: first, reflect the current operating environment; second, clarify guidance to the Selected Bank by updating governance for each operation; and, third, simplify the structure of the documents.	64.0	999.0
201609	40	2016-09-21	meeting	POTTER	Proposed changes to the document structure are summarized in the top-left panel of your exhibit.	64.0	999.0
201609	41	2016-09-21	meeting	POTTER	The proposed documents are organized to consolidate authorizations and directions into the Authorization and the Directive, respectively, and to clarify governance and guidance relating to specific operation types.	64.0	999.0
201609	42	2016-09-21	meeting	POTTER	All text authorizing an operation and any language regarding its purpose is in the Authorization, while specific direction to the Selected Bank to conduct each operation is in the Directive.	64.0	999.0
201609	43	2016-09-21	meeting	POTTER	In both documents, text for each operation type is grouped together, in contrast to the format of the current documents.	64.0	999.0
201609	44	2016-09-21	meeting	POTTER	Also, the existing Procedural Instructions are eliminated, as language from the document is incorporated into the Authorization and Directive.	64.0	999.0
201609	45	2016-09-21	meeting	POTTER	This proposed two-document organization structure now aligns with the one used for domestic operations.	64.0	999.0
201609	46	2016-09-21	meeting	POTTER	The staff also proposes to move both the definition and governance of the Foreign Currency Subcommittee, currently in the Authorization, into the Rules of Organization and Rules of Procedure, respectively.	64.0	999.0
201609	47	2016-09-21	meeting	POTTER	The staff also proposes several substantive changes to foreign currency operation procedures and governance.	64.0	999.0
201609	48	2016-09-21	meeting	POTTER	These changes are designed to reflect the current operating environment and to clarify guidance to the Selected Bank.	64.0	999.0
201609	49	2016-09-21	meeting	POTTER	These changes remove the discretion that the Selected Bank has in the existing governance framework to determine whether to execute foreign currency operations and how to set parameters for investing the foreign currency holdings.	64.0	999.0
201609	50	2016-09-21	meeting	POTTER	The proposed framework now authorizes the Foreign Currency Subcommittee to both determine whether to execute interventions within specified limits and provide additional instructions regarding the management of the foreign reserves.	64.0	999.0
201609	51	2016-09-21	meeting	POTTER	The staff proposes assigning these responsibilities to the Foreign Currency Subcommittee primarily to accommodate the often time-sensitive nature of decisions that must be made regarding implementation of intervention operations as well as to facilitate coordination with the US Treasury or foreign central banks.	64.0	999.0
201609	52	2016-09-21	meeting	POTTER	The proposed documents are organized into five operation types: interventions, warehousing, reciprocal currency arrangements, US dollar and foreign liquidity swaps, and foreign currency holdings.	64.0	999.0
201609	53	2016-09-21	meeting	POTTER	I will now address major changes made to the documents according to each of these operation types.	64.0	999.0
201609	54	2016-09-21	meeting	POTTER	Additional proposed changes are listed in the appendix of your exhibit.	64.0	999.0
201609	55	2016-09-21	meeting	POTTER	The top-right panel of your exhibit lists major changes to foreign exchange intervention operations.	64.0	999.0
201609	56	2016-09-21	meeting	POTTER	The proposed documents remove the Selected Bank’s discretion to determine whether to execute as much as $600 million in intervention operations per intermeeting period.	64.0	999.0
201609	57	2016-09-21	meeting	POTTER	For some brief background, this discretion was given to the Selected Bank in 1976, when the documents were first established, a time when intervention operations were somewhat routine.	64.0	999.0
201609	58	2016-09-21	meeting	POTTER	The Selected Bank has not used this discretion in more than 20 years.	64.0	999.0
201609	59	2016-09-21	meeting	POTTER	However, because intervention operations are now rarely conducted, the proposed documents eliminate this almost 40-year-old provision.	64.0	999.0
201609	60	2016-09-21	meeting	POTTER	The proposed documents provide that all such operations require prior approval from the Committee or Subcommittee.	64.0	999.0
201609	61	2016-09-21	meeting	POTTER	Other limits in the existing framework on the Selected Bank’s intervention discretion, including a list of authorized currencies and a $25 billion cap on the overall size of the foreign currency holdings, are also eliminated.	64.0	999.0
201609	62	2016-09-21	meeting	POTTER	The existing documents authorize the Subcommittee to direct the Desk to execute intervention operations up to $1.5 billion per intermeeting period.	64.0	999.0
201609	63	2016-09-21	meeting	POTTER	The proposed documents increase the limit to $5 billion; any interventions above this limit could only be approved by the Committee.	64.0	999.0
201609	64	2016-09-21	meeting	POTTER	As the existing $1.5 billion limit was last updated in 1993, the proposed change aligns the size of the Subcommittee’s approval authority with the more than fourfold increase in the FX market size.	64.0	999.0
201609	65	2016-09-21	meeting	POTTER	The middle-left panel of your exhibit lists major changes to the second operation type, warehousing.	64.0	999.0
201609	66	2016-09-21	meeting	POTTER	Warehousing is essentially a swap operation with the US Treasury in which its Exchange Stabilization Fund, the ESF, sells foreign currency to the Selected Bank for US dollars; at the outset of the transaction, the ESF agrees to repurchase the foreign currency at a set future date and exchange rate.	64.0	999.0
201609	67	2016-09-21	meeting	POTTER	Under current practice, the Committee delegates to the Selected Bank the authority to approve Treasury requests to use the warehousing facility of up to $5 billion via the annual Desk Authorization process each January.	64.0	999.0
201609	68	2016-09-21	meeting	POTTER	However, the existing Authorization documents do not explicitly mention warehousing and instead provide only general authority for the Selected Bank to conduct operations with the ESF.	64.0	999.0
201609	69	2016-09-21	meeting	POTTER	To improve transparency, the proposed documents include a provision expressly authorizing the $5 billion warehousing arrangement with the Treasury.	64.0	999.0
201609	70	2016-09-21	meeting	POTTER	The proposed directive now also instructs the Subcommittee to internally approve warehousing transactions before the Selected Bank can execute them with the US Treasury.	64.0	999.0
201609	71	2016-09-21	meeting	POTTER	The middle-right panel of your exhibit summarizes major changes for reciprocal currency arrangements and standing liquidity swap lines, the third and fourth types of operations.	64.0	999.0
201609	72	2016-09-21	meeting	POTTER	Reciprocal currency arrangements are swap arrangements with the central banks of Mexico and Canada that were established in 1994 under the North American Framework Agreement.	64.0	999.0
201609	73	2016-09-21	meeting	POTTER	The existing documents authorize the Subcommittee to approve drawings up to certain size limits.	64.0	999.0
201609	74	2016-09-21	meeting	POTTER	However, because these are expected to be used only rarely, the proposed documents now require the Committee to approve all drawings under these arrangements.	64.0	999.0
201609	75	2016-09-21	meeting	POTTER	More familiar to the Committee are the standing liquidity swap lines.	64.0	999.0
201609	76	2016-09-21	meeting	POTTER	These arrangements are maintained with a network of five foreign central banks for the provision of US dollars from the Federal Reserve and the acquisition of foreign currency from the foreign central banks.	64.0	999.0
201609	77	2016-09-21	meeting	POTTER	The swap lines are routinely used to provide dollars to some foreign central banks in the network.	64.0	999.0
201609	78	2016-09-21	meeting	POTTER	In the existing and proposed Authorization documents, the Committee is charged with approving new swap arrangements and the Chairman is delegated authority to approve changes to the terms of existing arrangements.	64.0	999.0
201609	79	2016-09-21	meeting	POTTER	The Chairman is delegated authority to approve individual dollar draws on the swap lines and can also further delegate approval of such draws to the SOMA manager.	64.0	999.0
201609	80	2016-09-21	meeting	POTTER	Under current practice, foreign central banks present calendars of proposed dollar auctions to the Federal Reserve on a monthly basis and seek assurance that the Federal Reserve intends to approve swap drawing requests associated with these calendars.	64.0	999.0
201609	81	2016-09-21	meeting	POTTER	The Chairman reviews and typically approves the foreign central banks’ proposed dollar auction calendars.	64.0	999.0
201609	82	2016-09-21	meeting	POTTER	The Chairman also typically delegates to the SOMA manager the authority to approve requests to draw on the swap lines to fund these scheduled operations.	64.0	999.0
201609	83	2016-09-21	meeting	POTTER	The exception is for initial draw requests, where “initial” is understood to refer to the first drawing by a central bank since the swap arrangements changed from temporary to standing arrangements in January 2014.	64.0	999.0
201609	84	2016-09-21	meeting	POTTER	In that case, the Chairman retains authority to approve the drawing.	64.0	999.0
201609	85	2016-09-21	meeting	POTTER	The proposed documents establish a governance process on the basis of whether the draw is associated with a schedule of potential drawings the Chairman has approved in advance.	64.0	999.0
201609	86	2016-09-21	meeting	POTTER	The proposed documents authorize the Chairman to approve a schedule of potential drawings and to delegate to the SOMA manager authority to approve any draws made in accordance with that schedule.	64.0	999.0
201609	87	2016-09-21	meeting	POTTER	All unscheduled dollar draws must still be approved by the Chairman.	64.0	999.0
201609	88	2016-09-21	meeting	POTTER	The existing documents also delegate to the Chairman approval authority for foreign currency draws by the Federal Reserve.	64.0	999.0
201609	89	2016-09-21	meeting	POTTER	Because such foreign currency draws are expected to rarely occur in the current operating environment and would occur because of developments in the United States, the proposed documents now require prior approval of such draws from the Committee.	64.0	999.0
201609	90	2016-09-21	meeting	POTTER	The bottom-left panel summarizes proposed governance changes to the final operation type, management of foreign currency holdings.	64.0	999.0
201609	91	2016-09-21	meeting	POTTER	With respect to management of the foreign currency holdings, the proposed documents establish a new governance framework that is intended to complement the updated investment framework presented to the Committee in April of this year.	64.0	999.0
201609	92	2016-09-21	meeting	POTTER	First, the proposed documents set forth three investment objectives for the Selected Bank:  The Selected Bank must manage the foreign currency holdings primarily to ensure sufficient liquidity to enable the conduct of foreign currency operations, secondarily to have a high degree of safety, and, subject to these two objectives, to achieve the highest rate of return possible in each currency.	64.0	999.0
201609	93	2016-09-21	meeting	POTTER	Second, the Subcommittee, in consultation with the Committee, is delegated the authority to provide additional instructions to the Selected Bank regarding investments of foreign currency holdings.	64.0	999.0
201609	94	2016-09-21	meeting	POTTER	This new provision removes the Selected Bank’s current autonomy, such as the ability to determine the riskiness of the portfolio, the degree of portfolio liquidity, and the specific issuers and asset classes in which to invest.	64.0	999.0
201609	95	2016-09-21	meeting	POTTER	The proposed governance structure contemplates that risk constraints will no longer appear in the Authorization documents but instead may appear in the additional instructions that the Subcommittee may provide to the Selected Bank.	64.0	999.0
201609	96	2016-09-21	meeting	POTTER	Note that issuance of these instructions would not prevent the Committee from issuing additional direction to the Selected Bank regarding the management of the foreign currency holdings.	64.0	999.0
201609	97	2016-09-21	meeting	POTTER	Finally, the existing average duration limit of 24 months is removed from the Authorization.	64.0	999.0
201609	98	2016-09-21	meeting	POTTER	If the Committee adopts the proposed governing documents, as the Chair pointed out, the Subcommittee plans to issue additional instructions to the Selected Bank shortly after the conclusion of this meeting.	64.0	999.0
201609	99	2016-09-21	meeting	POTTER	The Subcommittee provided a draft of these instructions to the Committee last week together with the memo titled “Additional Instructions of Foreign Currency Subcommittee to Desk Regarding Holdings of Foreign Currencies.”	64.0	999.0
201609	100	2016-09-21	meeting	POTTER	I would like to highlight two other proposed changes relating to governance, listed in the bottom-right panel of your exhibit.	64.0	999.0
201609	101	2016-09-21	meeting	POTTER	The first is a provision to delegate any authority of the Subcommittee to the Chairman if the Subcommittee cannot convene in the time available.	64.0	999.0
201609	102	2016-09-21	meeting	POTTER	The second provides that in emergency circumstances, the Chairman may approve actions otherwise reserved for the Committee.	64.0	999.0
201609	103	2016-09-21	meeting	POTTER	These changes are intended for use only in cases of emergency.	64.0	999.0
201609	104	2016-09-21	meeting	POTTER	Under modern communication technology, it is expected that these would be used only rarely.	64.0	999.0
201609	105	2016-09-21	meeting	POTTER	Additional proposed changes are listed in the appendix of your exhibit.	64.0	999.0
201609	106	2016-09-21	meeting	POTTER	Please note that if you approve the proposed documents, they will first be made public in the minutes of this meeting, and the changes will thus remain confidential until the minutes are released.	64.0	999.0
201609	107	2016-09-21	meeting	POTTER	Before the Chair requests a vote on the foreign authorization documents, the Rules of Organization, and Rules of Procedure, we would be happy to answer any questions on the proposed changes.	64.0	999.0
201609	108	2016-09-21	meeting	YELLEN	Are there questions for Simon?	64.0	65.0
201609	109	2016-09-21	meeting	YELLEN	Discussion?	64.0	65.0
201609	110	2016-09-21	meeting	YELLEN	President Bullard.	64.0	65.0
201609	111	2016-09-21	meeting	BULLARD	Thank you, Madam Chair.	64.0	94.0
201609	112	2016-09-21	meeting	BULLARD	I think it’s a nice proposal.	64.0	94.0
201609	113	2016-09-21	meeting	BULLARD	There’s a lot of references to “Chairman” in this, and it’s a little bit of residual language.	64.0	94.0
201609	114	2016-09-21	meeting	BULLARD	Could we perhaps switch it to “Chair” and not have “Chairman” in it?	64.0	94.0
201609	115	2016-09-21	meeting	ALLISON	Actually, “Chairman” is the term that’s used in the Act.	64.0	999.0
201609	116	2016-09-21	meeting	ALLISON	So that’s why we’ve retained it in these documents.	64.0	999.0
201609	117	2016-09-21	meeting	POTTER	I did feel strange saying that throughout the briefing, but it was to conform with the Federal Reserve Act.	64.0	999.0
201609	118	2016-09-21	meeting	POTTER	So it’s the “Chairman” writing a particular check.	64.0	999.0
201609	119	2016-09-21	meeting	DUDLEY	Maybe we need to update the Federal Reserve Act after all.	64.0	96.0
201609	120	2016-09-21	meeting	DUDLEY	[Laughter]	64.0	96.0
201609	121	2016-09-21	meeting	YELLEN	Not touching that.	64.0	65.0
201609	122	2016-09-21	meeting	YELLEN	Okay.	64.0	65.0
201609	123	2016-09-21	meeting	YELLEN	Other questions or comments?	64.0	65.0
201609	124	2016-09-21	meeting	YELLEN	President Lacker.	64.0	65.0
201609	125	2016-09-21	meeting	LACKER	As many of you know, the Federal Reserve Bank of Richmond has a long tradition of raising concerns about foreign exchange intervention on the grounds that, if they’re sterilized, they’re meaningless.	64.0	81.0
201609	126	2016-09-21	meeting	LACKER	If they’re not sterilized, they imply a change in monetary policy stance, which would imply some compromise of our monetary policy independence from the Treasury.	64.0	81.0
201609	127	2016-09-21	meeting	LACKER	I realize we don’t have a vote, but, on principle, historically, the Richmond Federal Reserve has dissented on anything having to do with foreign exchange authorizations.	64.0	81.0
201609	128	2016-09-21	meeting	LACKER	I mention this, first, to avoid disappointing those who might have been expecting me to mention this any time a foreign exchange matter is brought up, but also to say that these new documents strike me as the right way for one to authorize foreign exchange operations, if one must.	64.0	81.0
201609	129	2016-09-21	meeting	LACKER	And I commend the staff on a very thorough and excellent review of these things.	64.0	81.0
201609	130	2016-09-21	meeting	LACKER	More broadly, though, foreign exchange operations increasingly seem to be an anachronistic tool.	64.0	81.0
201609	131	2016-09-21	meeting	LACKER	Back in the day, in the old operating regime, if we were going to maintain an interest rate peg, we had to sterilize them, so they were kind of meaningless.	64.0	81.0
201609	132	2016-09-21	meeting	LACKER	If we didn’t sterilize them, they’d drive the rate down.	64.0	81.0
201609	133	2016-09-21	meeting	LACKER	Nowadays, it’s not obvious that they should be expected to have any meaningful economic effect.	64.0	81.0
201609	134	2016-09-21	meeting	LACKER	It might be worthwhile in the not-too-distant future to give that more thought and maybe give some thought to the role played by ourforeign exchange operations.	64.0	81.0
201609	135	2016-09-21	meeting	LACKER	Thank you, Madam Chair.	64.0	81.0
201609	136	2016-09-21	meeting	YELLEN	Thank you.	64.0	65.0
201609	137	2016-09-21	meeting	YELLEN	Other comments or questions?	64.0	65.0
201609	138	2016-09-21	meeting	YELLEN	Okay.	64.0	65.0
201609	139	2016-09-21	meeting	YELLEN	If there are no further questions or discussion, we’ll now vote on the proposal.	64.0	65.0
201609	140	2016-09-21	meeting	YELLEN	This vote will be to approve all four of the revised documents in the staff proposal—namely, the Authorization for Foreign Currency Operations, the Foreign Currency Directive, the Committee’s Rules of Organization, and the Committee’s Rules of Procedure.	64.0	65.0
201609	141	2016-09-21	meeting	YELLEN	These documents are included in Simon’s briefing package.	64.0	65.0
201609	142	2016-09-21	meeting	YELLEN	With the proposed changes to these documents, the procedural instructions with respect to foreign currency operations would no longer be necessary and would be rescinded.	64.0	65.0
201609	143	2016-09-21	meeting	YELLEN	Is there a motion on this proposal?	64.0	65.0
201609	144	2016-09-21	meeting	DUDLEY	So moved.	64.0	96.0
201609	145	2016-09-21	meeting	YELLEN	Thank you.	64.0	65.0
201609	146	2016-09-21	meeting	YELLEN	And a second?	64.0	65.0
201609	147	2016-09-21	meeting	FISCHER	So moved.	64.0	108.0
201609	148	2016-09-21	meeting	YELLEN	Thank you.	64.0	65.0
201609	149	2016-09-21	meeting	YELLEN	Any objections?	64.0	65.0
201609	150	2016-09-21	meeting	YELLEN	Okay.	64.0	65.0
201609	151	2016-09-21	meeting	YELLEN	Without objection, the proposal is approved.	64.0	65.0
201609	152	2016-09-21	meeting	YELLEN	Thank you.	64.0	65.0
201609	153	2016-09-21	meeting	YELLEN	We are ready to move on to our third agenda item, and Simon is going to begin with the Desk briefing.	61.0	65.0
201609	154	2016-09-21	meeting	POTTER	Thank you, Madam Chair.	61.0	999.0
201609	155	2016-09-21	meeting	POTTER	For much of the intermeeting period, most asset prices traded in tight ranges amid low volatility.	61.0	999.0
201609	156	2016-09-21	meeting	POTTER	This calm was broken in the past couple of weeks by shifts in sentiments about the future policy actions of the ECB and Bank of Japan, sparking some steepening in global sovereign yield curves.	61.0	999.0
201609	157	2016-09-21	meeting	POTTER	On net, changes in major asset prices were modest and had mixed implications for financial conditions, shown in the first column of the top-left panel of your first exhibit.	61.0	999.0
201609	158	2016-09-21	meeting	POTTER	The dollar depreciated a touch and credit spreads narrowed, while Treasury yields and dollar funding rates such as LIBOR increased slightly and the S&P 500 index was down a bit.	61.0	999.0
201609	159	2016-09-21	meeting	POTTER	Lorie will touch on the drivers and implications of this increase in LIBOR later in the briefing.	61.0	999.0
201609	160	2016-09-21	meeting	POTTER	The survey- and market-implied paths of the target federal funds rate were little changed, as shown in the top-right panel, as market participants balanced generally softer-than-expected economic data against Federal Reserve communications that were somewhat less accommodative than expected.	61.0	999.0
201609	161	2016-09-21	meeting	POTTER	In the Desk’s most recent surveys, the average probability attached to a rate hike at this meeting was 15 percent and the average probability attached to a rate hike at the December meeting was about 40 percent, shown on the left side of the middle-left panel.	61.0	999.0
201609	162	2016-09-21	meeting	POTTER	These levels are generally consistent with the probabilities currently implied by market prices.	61.0	999.0
201609	163	2016-09-21	meeting	POTTER	The market-implied probability for a September hike had reached as high as 30 percent over the intermeeting period.	61.0	999.0
201609	164	2016-09-21	meeting	POTTER	As market participants have lowered their assessment of the likelihood of an increase at this meeting, the probability of an increase this year has remained relatively steady, with the marginal probability of a December hike increasing.	61.0	999.0
201609	165	2016-09-21	meeting	POTTER	Last year, when the FOMC did not raise rates at its September meeting, we saw an increase in the survey-implied probability for a rate hike occurring at the December meeting, from 25 percent to 40 percent immediately after, as shown in the shift from the dark to light blue bars on the right side of the middle-left panel.	61.0	999.0
201609	166	2016-09-21	meeting	POTTER	The market-implied paths of most advanced-economy central bank policy rates are shown in the middle-right panel.	61.0	999.0
201609	167	2016-09-21	meeting	POTTER	The Bank of England joined the ranks of advanced foreign economy central banks pursuing further monetary easing, with details of its comprehensive package shown in the bottom-left panel.	61.0	999.0
201609	168	2016-09-21	meeting	POTTER	And while the Bank of England decided not to take its Bank Rate into negative territory, the United States is the only economy among the G-4 with an upward-sloping policy rate curve over the next three years.	61.0	999.0
201609	169	2016-09-21	meeting	POTTER	And even in the case of the United States, the projected rate increases are very modest.	61.0	999.0
201609	170	2016-09-21	meeting	POTTER	The low level of rates has produced a number of innovations in how central banks provide accommodation at the zero bound, and the intermeeting period witnessed a range of reactions in financial markets to central banks’ ongoing use of these tools, particularly large-scale asset purchases.	61.0	999.0
201609	171	2016-09-21	meeting	POTTER	In the initial weeks of its new purchase program, the Bank of England paid substantial premiums over prevailing market prices in several of its long-dated gilt purchase operations as a result of the reluctance of long-term investors—namely, pension funds and insurers—to part with their longer-dated gilt holdings.	61.0	999.0
201609	172	2016-09-21	meeting	POTTER	The operations have been very effective in bringing down long-dated gilt yields, which declined by as many as 40 basis points following the program announcement and the initial rounds of purchases.	61.0	999.0
201609	173	2016-09-21	meeting	POTTER	Investment-grade corporate bond spreads also narrowed 25 basis points in the days following the announcement.	61.0	999.0
201609	174	2016-09-21	meeting	POTTER	Overall, the market reaction to this package has been encouraging, as it suggests no decline in the efficiency of central bank asset purchases in lowering sovereign and private yields.	61.0	999.0
201609	175	2016-09-21	meeting	POTTER	In July, the Bank of Japan introduced a limited set of additional easing measures and announced that it would undertake a “comprehensive assessment” of the effect of its current monetary easing programs, sparking speculation among market participants as to whether the Bank of Japan is nearing operational limits in its current policies.	61.0	999.0
201609	176	2016-09-21	meeting	POTTER	The results of the comprehensive assessment will be announced overnight.	61.0	999.0
201609	177	2016-09-21	meeting	POTTER	Market expectations are dispersed, with a lack of conviction on the next policy move by the Bank of Japan.	61.0	999.0
201609	178	2016-09-21	meeting	POTTER	The ECB’s actions at its meeting earlier this month were interpreted as less accommodative than expected.	61.0	999.0
201609	179	2016-09-21	meeting	POTTER	The ECB left its asset purchase programs unchanged and stated that it did not discuss extending the program beyond the current stated time frame of “March 2017 or beyond,” versus expectations that an explicit extension might be forthcoming.	61.0	999.0
201609	180	2016-09-21	meeting	POTTER	There was also speculation that the ECB would adjust the parameters of the program to address self-imposed constraints in its existing program, which it did not do, though President Draghi did say that it was investigating the issue.	61.0	999.0
201609	181	2016-09-21	meeting	POTTER	Paul will discuss these foreign central developments further in his briefing.	61.0	999.0
201609	182	2016-09-21	meeting	POTTER	Amid these actions and communications, the yen and euro strengthened by 3 percent and 2 percent, respectively, against the US dollar over the intermeeting period.	61.0	999.0
201609	183	2016-09-21	meeting	POTTER	Sovereign yield curves also steepened, with 30-year Japanese bond yields higher by about 30 basis points and the German 30-year bond yields higher by around 20 basis points.	61.0	999.0
201609	184	2016-09-21	meeting	POTTER	As shown in the bottom-right panel, long-dated sovereign yields in the United States increased roughly 20 basis points as well, with contacts primarily pointing to effects from foreign developments, especially the ECB meeting.	61.0	999.0
201609	185	2016-09-21	meeting	POTTER	Partly as a result of this steepening in sovereign yield curves, global bank stock prices outperformed over the period, as shown in the top-left panel of your second exhibit.	61.0	999.0
201609	186	2016-09-21	meeting	POTTER	Recall that, at the beginning of the year, bank stocks had declined notably after advanced foreign economy central banks introduced new easing measures, including negative rates from the BOJ and further rate cuts into negative territory by the ECB.	61.0	999.0
201609	187	2016-09-21	meeting	POTTER	The outperformance of bank stocks over the period came amid perceptions that some foreign central banks are trying to address the adverse effect their easing policies may have on financial institutions’ profitability.	61.0	999.0
201609	188	2016-09-21	meeting	POTTER	Market commentary has recently speculated that the Bank of Japan may aim to steepen the Japanese yield curve in order to reduce any adverse effect on financial institutions.	61.0	999.0
201609	189	2016-09-21	meeting	POTTER	Meanwhile, the Bank of England introduced the Term Funding Scheme, which is similar in many ways to the ECB’s TLTROs in providing cheap term funding to banks to facilitate the pass-through of rate cuts to borrowers.	61.0	999.0
201609	190	2016-09-21	meeting	POTTER	Market participants also highlighted the outperformance over the period of certain fixed-income assets, shown in the top-right panel.	61.0	999.0
201609	191	2016-09-21	meeting	POTTER	The outperformance was reportedly fueled by ongoing “reach-for-yield” behavior among long-term investors, driven to a large extent by continued portfolio rebalancing induced by large asset purchase programs.	61.0	999.0
201609	192	2016-09-21	meeting	POTTER	As emerging markets witnessed increased investor inflows, their bond spreads to Treasury equivalents tightened, despite some recent volatility.	61.0	999.0
201609	193	2016-09-21	meeting	POTTER	Meanwhile, high-yield credit spreads fell to their narrowest levels year-to-date, and MBS option-adjusted spreads narrowed amid reportedly strong demand from foreign investors.	61.0	999.0
201609	194	2016-09-21	meeting	POTTER	Contacts have noted that low levels of volatility earlier in the period were especially supportive of the “reach-for-yield” behavior that led to these assets’ appreciation, on net, over the period despite the recent steepening of advanced- economy yield curves.	61.0	999.0
201609	195	2016-09-21	meeting	POTTER	Measures of option-implied volatility across equities, rates, and currencies reached their year-to-date lows in August.	61.0	999.0
201609	196	2016-09-21	meeting	POTTER	As shown in the middle- left panel, implied volatilities for equities, the blue line, and for both short- and long- term rates, the red and gray lines, were roughly one standard deviation below their long-term averages for much of the period before an increase in market volatility that followed the ECB’s decision.	61.0	999.0
